Country Name,Country Code,Indicator Name,Indicator Code
Least developed countries: UN classification,LDC,Net migration,SM.POP.NETM
Least developed countries: UN classification,LDC,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
Least developed countries: UN classification,LDC,"Patent applications, residents",IP.PAT.RESD
Least developed countries: UN classification,LDC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
Least developed countries: UN classification,LDC,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
Least developed countries: UN classification,LDC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
Least developed countries: UN classification,LDC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
Least developed countries: UN classification,LDC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
Least developed countries: UN classification,LDC,Population density (people per sq. km of land area),EN.POP.DNST
Least developed countries: UN classification,LDC,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
Least developed countries: UN classification,LDC,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
Least developed countries: UN classification,LDC,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
Least developed countries: UN classification,LDC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
Least developed countries: UN classification,LDC,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
Least developed countries: UN classification,LDC,Regulatory Quality: Estimate,RQ.EST
Least developed countries: UN classification,LDC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
Least developed countries: UN classification,LDC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
Least developed countries: UN classification,LDC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Least developed countries: UN classification,LDC,Rule of Law: Estimate,RL.EST
Least developed countries: UN classification,LDC,"School enrollment, primary (% gross)",SE.PRM.ENRR
Least developed countries: UN classification,LDC,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
Least developed countries: UN classification,LDC,Scientific and technical journal articles,IP.JRN.ARTC.SC
Least developed countries: UN classification,LDC,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
Least developed countries: UN classification,LDC,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
Least developed countries: UN classification,LDC,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
Least developed countries: UN classification,LDC,Voice and Accountability: Estimate,VA.EST
Low & middle income,LMY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
Low & middle income,LMY,Access to electricity (% of population),EG.ELC.ACCS.ZS
Low & middle income,LMY,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
Low & middle income,LMY,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
Low & middle income,LMY,Agricultural land (% of land area),AG.LND.AGRI.ZS
Low & middle income,LMY,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
Low & middle income,LMY,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
Low & middle income,LMY,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
Low & middle income,LMY,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
Low & middle income,LMY,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
Low & middle income,LMY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
Low & middle income,LMY,Control of Corruption: Estimate,CC.EST
Low & middle income,LMY,Cooling Degree Days (projected change in number of degree Celsius),EN.CLC.CDDY.XD
Low & middle income,LMY,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
Low & middle income,LMY,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ
Low & middle income,LMY,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
Low & middle income,LMY,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
Low & middle income,LMY,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD
Low & middle income,LMY,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
Low & middle income,LMY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
Low & middle income,LMY,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD
Low & middle income,LMY,Forest area (% of land area),AG.LND.FRST.ZS
Low & middle income,LMY,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
Low & middle income,LMY,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
Low & middle income,LMY,Gini index (World Bank estimate),SI.POV.GINI
Low & middle income,LMY,Government Effectiveness: Estimate,GE.EST
Low & middle income,LMY,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
Low & middle income,LMY,Heat Index 35 (projected change in days),EN.CLC.HEAT.XD
Low & middle income,LMY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
Low & middle income,LMY,Income share held by lowest 20%,SI.DST.FRST.20
Low & middle income,LMY,Individuals using the Internet (% of population),IT.NET.USER.ZS
Low & middle income,LMY,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
Low & middle income,LMY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
Low & middle income,LMY,"Mammal species, threatened",EN.MAM.THRD.NO
Low & middle income,LMY,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
Low & middle income,LMY,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
Low & middle income,LMY,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
Low & middle income,LMY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
Low & middle income,LMY,Net migration,SM.POP.NETM
Low & middle income,LMY,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
Low & middle income,LMY,"Patent applications, residents",IP.PAT.RESD
Low & middle income,LMY,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
Low & middle income,LMY,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
Low & middle income,LMY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
Low & middle income,LMY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
Low & middle income,LMY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
Low & middle income,LMY,Population density (people per sq. km of land area),EN.POP.DNST
Low & middle income,LMY,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
Low & middle income,LMY,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
Low & middle income,LMY,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
Low & middle income,LMY,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
Low & middle income,LMY,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
Low & middle income,LMY,Regulatory Quality: Estimate,RQ.EST
Low & middle income,LMY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
Low & middle income,LMY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
Low & middle income,LMY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Low & middle income,LMY,Rule of Law: Estimate,RL.EST
Low & middle income,LMY,"School enrollment, primary (% gross)",SE.PRM.ENRR
Low & middle income,LMY,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
Low & middle income,LMY,Scientific and technical journal articles,IP.JRN.ARTC.SC
Low & middle income,LMY,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
Low & middle income,LMY,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS
Low & middle income,LMY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
Low & middle income,LMY,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
Low & middle income,LMY,Voice and Accountability: Estimate,VA.EST
Low income,LIC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
Low income,LIC,Access to electricity (% of population),EG.ELC.ACCS.ZS
Low income,LIC,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
Low income,LIC,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
Low income,LIC,Agricultural land (% of land area),AG.LND.AGRI.ZS
Low income,LIC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
Low income,LIC,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
Low income,LIC,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
Low income,LIC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
Low income,LIC,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
Low income,LIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
Low income,LIC,Control of Corruption: Estimate,CC.EST
Low income,LIC,Cooling Degree Days (projected change in number of degree Celsius),EN.CLC.CDDY.XD
Low income,LIC,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
Low income,LIC,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ
Low income,LIC,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
Low income,LIC,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
Low income,LIC,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD
Low income,LIC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
Low income,LIC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
Low income,LIC,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD
Low income,LIC,Forest area (% of land area),AG.LND.FRST.ZS
Low income,LIC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
Low income,LIC,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
Low income,LIC,Gini index (World Bank estimate),SI.POV.GINI
Low income,LIC,Government Effectiveness: Estimate,GE.EST
Low income,LIC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
Low income,LIC,Heat Index 35 (projected change in days),EN.CLC.HEAT.XD
Low income,LIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
Low income,LIC,Income share held by lowest 20%,SI.DST.FRST.20
Low income,LIC,Individuals using the Internet (% of population),IT.NET.USER.ZS
Low income,LIC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
Low income,LIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
Low income,LIC,"Mammal species, threatened",EN.MAM.THRD.NO
Low income,LIC,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
Low income,LIC,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
Low income,LIC,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
Low income,LIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
Low income,LIC,Net migration,SM.POP.NETM
Low income,LIC,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
Low income,LIC,"Patent applications, residents",IP.PAT.RESD
Low income,LIC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
Low income,LIC,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
Low income,LIC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
Low income,LIC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
Low income,LIC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
Low income,LIC,Population density (people per sq. km of land area),EN.POP.DNST
Low income,LIC,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
Low income,LIC,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
Low income,LIC,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
Low income,LIC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
Low income,LIC,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
Low income,LIC,Regulatory Quality: Estimate,RQ.EST
Low income,LIC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
Low income,LIC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
Low income,LIC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Low income,LIC,Rule of Law: Estimate,RL.EST
Low income,LIC,"School enrollment, primary (% gross)",SE.PRM.ENRR
Low income,LIC,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
Low income,LIC,Scientific and technical journal articles,IP.JRN.ARTC.SC
Low income,LIC,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
Low income,LIC,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS
Low income,LIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
Low income,LIC,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
Low income,LIC,Voice and Accountability: Estimate,VA.EST
Lower middle income,LMC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
Lower middle income,LMC,Access to electricity (% of population),EG.ELC.ACCS.ZS
Lower middle income,LMC,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
Lower middle income,LMC,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
Lower middle income,LMC,Agricultural land (% of land area),AG.LND.AGRI.ZS
Lower middle income,LMC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
Lower middle income,LMC,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
Lower middle income,LMC,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
Lower middle income,LMC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
Lower middle income,LMC,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
Lower middle income,LMC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
Lower middle income,LMC,Control of Corruption: Estimate,CC.EST
Lower middle income,LMC,Cooling Degree Days (projected change in number of degree Celsius),EN.CLC.CDDY.XD
Lower middle income,LMC,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
Lower middle income,LMC,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ
Lower middle income,LMC,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
Lower middle income,LMC,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
Lower middle income,LMC,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD
Lower middle income,LMC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
Lower middle income,LMC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
Lower middle income,LMC,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD
Lower middle income,LMC,Forest area (% of land area),AG.LND.FRST.ZS
Lower middle income,LMC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
Lower middle income,LMC,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
Lower middle income,LMC,Gini index (World Bank estimate),SI.POV.GINI
Lower middle income,LMC,Government Effectiveness: Estimate,GE.EST
Lower middle income,LMC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
Lower middle income,LMC,Heat Index 35 (projected change in days),EN.CLC.HEAT.XD
Lower middle income,LMC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
Lower middle income,LMC,Income share held by lowest 20%,SI.DST.FRST.20
Lower middle income,LMC,Individuals using the Internet (% of population),IT.NET.USER.ZS
Lower middle income,LMC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
Lower middle income,LMC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
Lower middle income,LMC,"Mammal species, threatened",EN.MAM.THRD.NO
Lower middle income,LMC,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
Lower middle income,LMC,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
Lower middle income,LMC,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
Lower middle income,LMC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
Lower middle income,LMC,Net migration,SM.POP.NETM
Lower middle income,LMC,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
Lower middle income,LMC,"Patent applications, residents",IP.PAT.RESD
Lower middle income,LMC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
Lower middle income,LMC,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
Lower middle income,LMC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
Lower middle income,LMC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
Lower middle income,LMC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
Lower middle income,LMC,Population density (people per sq. km of land area),EN.POP.DNST
Lower middle income,LMC,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
Lower middle income,LMC,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
Lower middle income,LMC,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
Lower middle income,LMC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
Lower middle income,LMC,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
Lower middle income,LMC,Regulatory Quality: Estimate,RQ.EST
Lower middle income,LMC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
Lower middle income,LMC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
Lower middle income,LMC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lower middle income,LMC,Rule of Law: Estimate,RL.EST
Lower middle income,LMC,"School enrollment, primary (% gross)",SE.PRM.ENRR
Lower middle income,LMC,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
Lower middle income,LMC,Scientific and technical journal articles,IP.JRN.ARTC.SC
Lower middle income,LMC,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
Lower middle income,LMC,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS
Lower middle income,LMC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
Lower middle income,LMC,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
Lower middle income,LMC,Voice and Accountability: Estimate,VA.EST
Middle East & North Africa,MEA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
Middle East & North Africa,MEA,Access to electricity (% of population),EG.ELC.ACCS.ZS
Middle East & North Africa,MEA,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
Middle East & North Africa,MEA,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
Middle East & North Africa,MEA,Agricultural land (% of land area),AG.LND.AGRI.ZS
Middle East & North Africa,MEA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
Middle East & North Africa,MEA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
Middle East & North Africa,MEA,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
Middle East & North Africa,MEA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
Middle East & North Africa,MEA,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
Middle East & North Africa,MEA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
Middle East & North Africa,MEA,Control of Corruption: Estimate,CC.EST
Middle East & North Africa,MEA,Cooling Degree Days (projected change in number of degree Celsius),EN.CLC.CDDY.XD
Middle East & North Africa,MEA,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
Middle East & North Africa,MEA,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ
Middle East & North Africa,MEA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
Middle East & North Africa,MEA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
Middle East & North Africa,MEA,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD
Middle East & North Africa,MEA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
Middle East & North Africa,MEA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
Middle East & North Africa,MEA,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD
Middle East & North Africa,MEA,Forest area (% of land area),AG.LND.FRST.ZS
Middle East & North Africa,MEA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
Middle East & North Africa,MEA,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
Middle East & North Africa,MEA,Gini index (World Bank estimate),SI.POV.GINI
Middle East & North Africa,MEA,Government Effectiveness: Estimate,GE.EST
Middle East & North Africa,MEA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
Middle East & North Africa,MEA,Heat Index 35 (projected change in days),EN.CLC.HEAT.XD
Middle East & North Africa,MEA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
Middle East & North Africa,MEA,Income share held by lowest 20%,SI.DST.FRST.20
Middle East & North Africa,MEA,Individuals using the Internet (% of population),IT.NET.USER.ZS
Middle East & North Africa,MEA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
Middle East & North Africa,MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
Middle East & North Africa,MEA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
Middle East & North Africa,MEA,"Mammal species, threatened",EN.MAM.THRD.NO
Middle East & North Africa,MEA,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
Middle East & North Africa,MEA,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
Middle East & North Africa,MEA,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
Middle East & North Africa,MEA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
Middle East & North Africa,MEA,Net migration,SM.POP.NETM
Middle East & North Africa,MEA,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
Middle East & North Africa,MEA,"Patent applications, residents",IP.PAT.RESD
Middle East & North Africa,MEA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
Middle East & North Africa,MEA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
Middle East & North Africa,MEA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
Middle East & North Africa,MEA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
Middle East & North Africa,MEA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
Middle East & North Africa,MEA,Population density (people per sq. km of land area),EN.POP.DNST
Middle East & North Africa,MEA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
Middle East & North Africa,MEA,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
Middle East & North Africa,MEA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
Middle East & North Africa,MEA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
Middle East & North Africa,MEA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
Middle East & North Africa,MEA,Regulatory Quality: Estimate,RQ.EST
Middle East & North Africa,MEA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
Middle East & North Africa,MEA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
Middle East & North Africa,MEA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Middle East & North Africa,MEA,Rule of Law: Estimate,RL.EST
Middle East & North Africa,MEA,"School enrollment, primary (% gross)",SE.PRM.ENRR
Middle East & North Africa,MEA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
Middle East & North Africa,MEA,Scientific and technical journal articles,IP.JRN.ARTC.SC
Middle East & North Africa,MEA,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
Middle East & North Africa,MEA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS
Middle East & North Africa,MEA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
Middle East & North Africa,MEA,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
Middle East & North Africa,MEA,Voice and Accountability: Estimate,VA.EST
Middle East & North Africa (excluding high income),MNA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
Middle East & North Africa (excluding high income),MNA,Access to electricity (% of population),EG.ELC.ACCS.ZS
Middle East & North Africa (excluding high income),MNA,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
Middle East & North Africa (excluding high income),MNA,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
Middle East & North Africa (excluding high income),MNA,Agricultural land (% of land area),AG.LND.AGRI.ZS
Middle East & North Africa (excluding high income),MNA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
Middle East & North Africa (excluding high income),MNA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
Middle East & North Africa (excluding high income),MNA,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
Middle East & North Africa (excluding high income),MNA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
Middle East & North Africa (excluding high income),MNA,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
Middle East & North Africa (excluding high income),MNA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
Middle East & North Africa (excluding high income),MNA,Control of Corruption: Estimate,CC.EST
